text,label
"< br / > < br / > 4 ) Custer'stand against Jeb Stuart at Gettysburg is not whitewashed as brilliant military tactical leadership, but is presented as reckless and wildly lucky. And for the most part my expectations were fulfilled ( in an admittedly rousing and entertaining way ). < br / > < br / > 3 ) Custer's promotion to General is not only presented as a ridiculous mistake, but it plays out as slapstick comedy. Just having someone like Errol Flynn play Custer is enough of a clue that the legend has precedence over the truth in this production. I half - expected to see the Marx Brothers or Abbott and Costello wander into the scene. < br / > < br / > 2 ) His miserable record at West Point, which seems to be attributed as much to Custer's cluelessness about the demands of military service as any other factor ; there are moments in the way Flynn plays Custer at West Point where he seems downright stupid. < br / > < br / > 5 ) Custer's drinking problem is certainly not ignored. Naturally, along with everyone else, I was primed to expect a lot of Hollywood fantasy revisionism in THEY DIED WITH THEIR BOOTS ON over the legend of Custer.",1
"No its not exciting, but it is gripping if you can empathise with these characters. So keira knightly is in it... < br / > < br / > GO ON!! So automatically we compare this film to attonement. give it a go!",1
( Flynn and DeHavilland were very fond of each other in real life ).,1
Not to forget the ever reliable O. de Havilland as Lady Mary of the west.,1
The saving grace of this film is its humour.,1
"this is awesome!!! patriotic, for all the right reasons. there is no movie that deals with these issues quite like this. Raoul Walsh is an under - rated genius, his direction is so sweeping, so broad, yet so intimate. there is no partnership quite like Errol, and Olivia.",1
"Custer returns to his hometown, marries his sweetheart, Libby who is played by Olivia De Havilland. Through an error, Custer receives a promotion in rank. Before this can be corrected, he leads a Union regiment into battle against the Confederates. < br / > < br / > Errol Flynn dominates each scene in which he appears. His campaign is successful and Custer becomes an unlikely national hero.",1
His record leading the Michigan Regiment under his command was one of brilliance. During that time she was the custodian of the Custer legend. I'm not sure they ever met.,1
"I saw this film over Christmas, and what a great film it was! ! < br / > < br / > I'll give this film 10 out of 10!",1
This remains the best film made about Custer.,1
"< br / > < br / > Custer has appeared in more films than far better generals, due to the Western adventures and Little Big Horn. John Ford would have fully understood this and approved it. < br / > < br / > So we get the view that he was a hot - spur, but he was patriotic. ), and national hero. This is a wonderful film as a film - it gets an 8 out of 10.",1
"Performances are possibly the best by these actors in their careers. The lives of four friends. Can you capture the moment? When first you hear rain on a roof? The things that matter. Writer Sharman Macdonald has taken a different, better approach. The purity of their former passion. A simple biopic could have missed the point. The soundtrack leaves you wanting for more. Vera. ( Bob Dylan named himself after him ).",1
"The movie really makes no claim to being historically accurate, and is certainly no more or less accurate or believable than say, JFK. ( They all started together with Captain Blood and The Charge of the Light Brigade - both terrific - so we can't really blame them if they started having a tough time keeping it all fresh. )",1
The film's battle scenes are excellent.,1
Pure beauty and genius.,1
Nicole Finn ( Madonna ) is just being released from prison. This film is a wild trip down comedy avenue. You will both be cheerio pronto. Is there a way out of the madness?,1
"you wanna tell me it wasn't her best movie ever? if you like "" Who's That Girl? """,1
"It is absolutely worth renting for an enjoyable night of great fun. One of them, as well as Madonna, was panned by the critics. < br / > < br / > This film mistaken.",1
Bottom line : She knows how to enjoy life. She'the girl for me.,1
"But Who's That Girl? is not a deep film. I've watched it when I was younger. Haviland Morris also stars. But it is entertaining, nonetheless. Overall, a delight!",1
It is no better or no worse than any chees 80's flick. Madonna is a goddess!! ! The soundtrack is excellent too.,1
In this TV special Jon is the one who needs a life. The highlight of his day is counting the tiles on the ceiling and rearranging his sock drawer.,1
This movie is so good!,1
"- "" Thanks! "" For late - 80s cheese, this really isn't so bad. Oh well.",1
And the happy ending!,1
Give the film a shot.,1
"Madonna gets into action, again and she fails again! The truth isthat Madonna failed as an actress'cause the script was quite weak. At the end, it's very funny to watch it.",1
"I think it is a nice little comedy and really funny. But it's their problem, not of the film. And Madonna can act.",1
"< br / > < br / > Griffin Dunne ( whatever happened to him? When she gets out she decides to seek revenge. Clear. "" ), plays an attorney for his fiancée's father ( John McMartin ). "" < br / > < br / > Madonna plays Nikki Finn, a young woman jailed for a crime she didn't commit. "" < br / > < br / > I loved the film back then and I love it today.",1
"I love this movie! So does Madonna in this film, and just entirely! ! Her acting is superb! It's classic. * ALANiS Rocks *.",1
No avail. A singles'bar was a great place to start. Literally. Garfield was jealous of Mona for fear that she would take Jon away from him. Jon even organized his sock drawer according to color and fabric. [ CONTAINS SPOILERS!!! ] Jon sat next to a pretty girl named Mona. It was hopeless. Jon and Garfield attend the class.,1
Everyone always enjoyed it.,1
Hilarious! I kid you not. That's how some of best comedy should be played - straight. on his roof. Throw this all into the mix and you have the zaniness of WTG. < br / > < br / > Madonna is the queen of deadpan acting.,1
"If you like Madonna or not, this movie is hilarious! !",1
"So, Madonna isn't Meryl Streep. ? Still, this is one of her first films and a comedy at that. Madonna - bashing is so 90's. Give her a break!",1
"< br / > < br / > "" Who's That Girl? "" 6 /. On its own, its not that bad.",1
Even the Jamaican thugs are a sight to behold. The whole cast is wonderful. He'very good in a small role as Bracco's pimp.,1
I hope it lasts. I LOVED this movie.,1
I'm very glad I saw this movie - it was just too nice to miss! I know I did. I would credit this to two very charismatic people.,1
This was a great movie! Technical details?,1
"It is pure 100 % adolescent fun. Is this a bad movie? If you are going to watch only one "" Babes in Bikini "" movie, this is it. < br / > < br / > There were lots of BABES in and out of bikinis.",1
"I ` ve seen this movie twice, both times on Cinemax.",1
It's more a psychological suspense story with an element of mystery. Watch it twice if you can.,1
"Silence follows. But what I love most about this film is the total feeling of dread all the way through to the rolling credits. Or ANY sort of movie fan! It has twist, turns, and definitely leaves you a lot to think about without not making sense. An easy 10 / 10. As time goes on at home, the evil Stepmother finds new ways to torment the girls. The soundtrack is faultless, the furnishings in the house, and the use of colour are fantastic.",1
!,1
"It's a hell of a puzzle. Tale of Two Sisters "" has to be one of the creepiest films I've seen recently.",1
Very creepy! The sisters seem very hostile towards their mother - especially the elder one - and they seem to ignore their father.,1
Very little. It is not a perfect film. What follows after that is the movie.,1
Creating one of the most ingenious new horror movies. I was really surprised at the depth of this movie. With the characters nicely fleshed out. So I'll just leave it at that.,1
Then they made a movie out of it. ! IF You're EVER GONNA SEE A NORWEGIAN MOVIE.,1
i love horror movies that revolve around a house. the characters are extremely believable. this movie will be a another great example that i will remember. i would definitely look out for this on DVD.,1
I thought the movie was just a drama.,1
The idea is not original... !,1
"Don't miss! It's actually typical with Korean and Japanese movies. < br / > < br / > Like Ring, a tale of two sister doesn't overdo ghastly appearance. ).",1
"But you never can. Soo - mi says "" Do you know what's really scary? The stepmother is hostile and resentful and the father is passive and distant but it is obvious that it is Soo - mi who is really hurting. To most of us, life is an unfolding process of love. There is a time line but it is left for the viewer to unravel.",1
"It was so sad. Said, done. Well, I saw the title "" A tale of two sisters "" which sounded very interesting. Three words : Piece of Art. And the ending scene made me cry... it just made me cry. This film is just great.",1
So the film seems to be at its most external layer.,1
"Unfortunately due to the type of movie this is, there is And the satisfaction from solving a puzzle like that is wonderful.",1
"Even when the final conclusion is revealed, it is not so heavy - handed and obvious as to make the entire film fall neatly into place. This movie certainly deserves to be placed within the genre of horror, but not for obvious reasons. Some things will still be open to interpretation, and this is one of joys of watching a film such as this. Indeed, it would be a mistake to align "" A Tale Of Two Sisters "" with films like "" Ringu "" and "" The Grudge "".",1
This movie is the true example of how a psychological horror movie should be. Every high praise word fell way short before the height of this movie. And don't forget to switch the light off.,1
I hate cars! !,1
A beautiful short film. I understood immediately why he had to make the art he became known for.,1
"One to watch again and again, if only to work it all out. The tension rises and there is the inevitable snap. Many horror fans complain that horror has scarcely progressed in the last twenty years. But what happens after this requires more than pair of eyes, as the story takes several twists, and the scares become more emotional and quite real.",1
"The narrative only becomes confusing for some because, midway through the final third, the story switches from a purely subjective setting ( ie.",1
"My vote is eight. I watch many movies, but presently my genre number one is Asian horror.",1
"says he angrily, "" Su - mi, please. < br / > < br / > After the dinner, the conflict between Eun - joo and the sisters becomes at its worst. < br / > < br / > Listening to their talk, the brother's wife has a panic. < br / > < br / > To tell the truth, I hate But his response is unexpected. "" Give me a break. "" Eun - joo pulls Su - yeon into a wardrobe and locks her in it. Eun - joo ( YEOM Jeong - ah ) welcomes them but Su - mi's manner is bitter to her.",1
"The large house adds eeriness, and there are enough points in the film where you will jump out of your seat. < br / > < br / > Highly recommended viewing in my opinion, real joy and scare...",1
"I just saw "" A Tale of Two Sisters "" last night and really enjoyed it. < br / > < br / > Here's my interpretation of the film. The initial stepmother that we see is, in my opinion a delusion of Su - Mi. However, I think the flashback at the end definitely tied everything together. I've been a big fan of Asian horror films recently and think that this is a strong entry from South Korea.",1
"In reality, however, nothing could be further from the truth. It'quite simply the highest, most superlative form of cinema imaginable. How can anyone in their right mind ask for anything more from a movie than this?",1
Do yourself a favor and watch this awesome film.,1
"Perhaps I'm one of the only avid horror fans who thinks that the recent overload of Asian shockers is so over - hyped! A Tale of Two Sisters "" is a terrific movie - adventure and a definite must see for Asian film fanatics. This is a stylish and utterly complex psychological terror - tale that REALLY gets under your skin! The mansion were the family events take place is brilliantly illustrated like a truly creepy place where secrets and danger lurk behind every door. Well, this blunt opinion doesn't go for the South Korean gem "" A Tale of Two Sisters "". Several sequences ( like the dinner with relatives or the nightly appearance in the girls'room ) are pretty much ultimate in eeriness. A little warning for people with a short attention - span, though : this movie forces you to have your eyes and ears focused at at all time. It's also a film that requires repeated viewing, even though no one will never really "" get it "" for a full 100 %.",1
"There are only four main characters, but the intrigue surrounding them is intense. The Beauty. The Guilt. < br / > < br / > Maybe that's just about all I should write in this comment for A TALE OF TWO SISTERS. The best thing is to just watch this movie without knowing anything about it.",1
Hehehe. It was hiious.,1
"The house, where the film takes place looks incredibly menacing and isolated. "" The plot is slightly confusing, but some scenes are wonderful eerie. "" Watch this masterpiece as soon as possible. My rating : 10 out of 10.",1
"I would particularly single out the stepmother character, who was utterly brilliant. Dubbing rarely works and simply would not do here. This film will inevitably suffer the same fate, so get a copy on e - bay or similar. The ending will have you wanting to watch it again, if you can cope. Viewing on a good screen and with a good 5.",1
"These two girls were magical on screen. A Tale of Two Sisters ', or'Janghwa, Hongryeon ', is a true masterpiece. < br / > < br / > I truly love this film. ' I will certainly be looking into their other films. It is a real gem, worthy of anyone's collection.",1
Ive had real life experiance with a boy like'Radio '. This movie is really true and i can identify with it 100 %.,1
"Sure, there could have been more character development. And bring your Kleenex. You won't be disappointed. A lesson we all need to me reminded of. 8 / 10 Not many.",1
There's enough for both.,1
High recommended!,1
SO WHAT! < br / > < br / > Yes the movie tugs at the heartstrings. His review is callous and totally uncalled for! He was teaching us. Coach Harris will not let the < br / > < br / > This is a solid cast.,1
!,1
"It is truly one of my great "" guilty pleasure "". A worthwhile moodpiece.",1
"I just got home from seeing "" Radio. """,1
"This is a very moving movie about life itself. "".",1
I wish Hollywood would produce more movies of this cabre.,1
And Ed Harris will win for BEST SUPPORTING ACTOR. < br / > < br / > It was 1976.,1
It definitely is one of the year's best films of 2003. Radio had a great mix of comedy and drama. Coach Jones has been teaching football all his life and loves the game.,1
Any of these people could have been people I knew. you won't find it in this movie. This is a movie you'll either love or hate. I loved it. I know people like these.,1
But it had me pretty close to tears.,1
"RAdio. "" Ed Harris also did a fantastic job as Coach Jones.",1
Radio is an inspiration. This movie is a real life fairy tale and not to be missed. Gooding flawless. People did not understand ; nor did they want to understand. Ed Harris was his usual brilliance.,1
"Just a lot of nudity and silly dialog. ""... "" I can see you better naked! "", the film shambles along plotlessly up until the less - than - spectacular finale.",1
"< br / > < br / > The mentally challenged young man called James Robert Kennedy, always walk around the T. L. Hanna High School, without bothering anyone and almost not noticed. Ed Harris is great as Harold Jones, but this actor IS great, so this is not anything new. One day, Cash decides to punish James, mocking him with other football players and even go so far as to tie him up. < br / > < br / > Cuba Gooding, Jr. is excellent as Radio! Radio has a big heart and is incapable to hate anyone, and that's a thing that we all should apply to our daily lives. It has a life lesson, specially showing us how a person can make a difference, even not being what we call'' normal''.",1
"Cuba Gooding Jr. is also at his best portraying the mentally challenged young man. Mr. Harris, one of the best actors of our times is never boring in anything he graces with his presence. < br / > < br / > The supporting cast is excellent. Michael Tollin puts a lot of ideas in the proper perspective for us. Coming from a poor background, Radio, lives with his mother who is protective of him and questions the coach's intentions. Debra Winger, only has a few scenes in the film.",1
It's a heart - warming story that reaffirms the belief that we can all make a difference if we just care. I think there was a lot of realism with the characters.,1
"Gooding does a nice job with the role, too. The story takes place in the mid 1970s in South Carolina. Mainly, I was referring to Ed Harris'role as "" Coach Jones. """,1
"< br / > < br / > The fact that this is based on a true story makes it all the more heartwarming. Very well done to all. 7 out of 10. < br / > < br / > Debra Wing, we need more of you in pictures!",1
"Corniness Warning. He let me borrow it and I watched it in my room. He's got his own collection. The boring trailers rolled on until one started off so calmly. The next day, I went off to Blockbuster and bought the DVD. It was for Radio.",1
It deserves nothing less! This is one of the best films I have ever seen! I definitely give this movie a 10.,1
I wish they made more movies like this... Radio is the Real Deal! ! He WAS the film!,1
"Well it does, but certainly not what you'd expect. First - class movie. Denmark.",1
And he did not die in vain. Macy didn't know what is really going on and what will be the outcome but did what he was expected to do. She left military life at the end. She did understand him. ! It was his way out. He choose it. Truth is something completely different.,1
Recommended! It is rich and colorful.,1
"I found myself waiting for THEIR affair to begin, if only because they look so good together.",1
"We'll need those Marines then, even if they aren't always the best champions of fair play internally. You're lucky if you know where you're at most of the time. Well, after all, this is rather a suspense story, so you'll have to see for yourself. < br / > < br / > The verdict? Sure, "" war is hell "", but sometimes it can't be avoided.",1
"Anne Heche was utterly convincing. The marines let principles be damned. Totally believable. I sat riveted to the TV screen. He knew what his true course of action had to be. Excellent cast, story line, performances. But this movie brought fear to my heart.",1
I give the movie a 9 out of 10. The scene in Albert Hall is a classic.,1
"Absolutely fantastic suspense came out of that scene. It very excellent none the less. 8 out of 10. Also, the use of Doris Day singing "" Que Sera, Sera "" was excellent.",1
< br / > < br / > I rated this movie 8 out of 10. Bernard Herrmann appears as himself near the climax.,1
"Some people say the pace of this film is a little slow, but how is this different from any other Hitchcock movie? This is, of course the basic definition of the Albert Hall sequence, as well as the shorter staircase sequence at the end of picture.",1
"I However, even though the American version was ( heaven forbid! ) Yes Doris Day. I don't want to spoil anything, but she does make a crucial discovery by herself after her husband has failed. Leslie Banks in the original is nothing in comparison. And the assassin was truly frightening. It elevated the film to another level. 1956's The Man Who Knew Too Much is exceptional entertainment.",1
"4! < br / > < br / > And this tension still works for me, today.",1
"While the footage rolls, Al and Annie start making out. The film has a lot going for it. I kid you not. Al and Annie getting it on was cool as was the music during the entire scene. Ridiculous. and they have an orgy of sorts in helicopter, in mid - air. We later see that 16mm footage being edited on a moviola. They sure kept their attraction to each other from showing on screen. Is this supposed to be erotic or believable in any way?",1
"It's Hitchcock - light, but recommended. These qualities of personality and background play extremely well into the story.",1
Stewart is a doctor and Day is a world famous singer. The rest of the film is a puzzle as Stewart tries to save them and solve the mystery. Hitchcock had originally made this film in 1934.,1
This Film is the One which you fall in love with.,1
The only flaw in 1956 film is the ridiculous encounter in the taxidermy shop. ).,1
"He will do anything to make sure he gets his son back and protect his family. I prefer it over "" Vertigo "" and "" Rear Window. """,1
"This isn't among my favorite Hitchcock films, though I must admit it's still pretty good. Sorry.",1
"< br / > < br / > My Score : 8 / 10. If there's one good suspenseful film, this is one of them.",1
Her performance is Oscar worthy.,1
"I loved little bit of comedy at the end that Alfred added. < br / > < br / > The acting again, I would say that Dorris was the one who outshined the whole cast. You'll see what I mean.",1
"There is also added bonus of Que Sera Sera, which turned out to be a smash hit for Doris Day. A fine film.",1
"It is truly one of my great "" guilty pleasure "". A worthwhile moodpiece.",1
Ostensibly a story about the young child of Jimmy Stewart and Doris Day. The kid gets kidnapped to keep his parents quiet. It isn ' The scene ends with Stewart rushing out the door.,1
"Neither film is a big deal, but both are easy to enjoy. The impish Hitchcock of course lets us know what that point is, so that the race to stop the assassin becomes a nail biting race against the cymbalist.",1
James Stewart is marvelous. This movie is fifty years old now.,1
"In a bus they know a sympathetic French person ( Daniel Gelin, in the old version Pierre Fresnay ). Then the child is abducted to ensure their silence and McKenna gets help to Morocco's Inspector Buchanan ( Ralph Truman ). Rating : better than average, Hitchcock'enthusiastic no doubt will enjoy it. This exciting film displays suspense, intrigue, tension, and interesting drama well written by John Michael Hayes and Charles Bennett. The story was ferociously reviewed for its double characters but today is considered a classic movie and fairly entertaining.",1
"And Hank, the little boy, isn't as irritating as most kids in old movies. Luckily, there is a creepy assassin in the form of Reggie Nalder.",1
"On the bus, the bump into a French government agent, and they are a little too nice to him. This movie is very good. It is hard to find a problem about it. He is killed at the marketplace after finding out the information he sought.",1
Stewart and Day have a good chemistry together.,1
"She sings! By contrast, all of Stewart's masculine activity is counterprod < br / > < br / > After their son has been kidnapped, Stewart insists on doping her before giving her the news. At the Albert Hall, it is her need to cry out, to exercise those impressive lungs, that saves a man's life, and in the Embassy finale, it is her talent and reputation that allows them to locate their son. This seems to be a mutual decision, and she doesn't appear to be unhappy.",1
Doris Day is very believable in the role of an atypical Hitchcock blond. I thought there was nothing fake about her performance.,1
"His wife is the lovely Doris Day at her best. The Man Who Knew Too Much "" is change of pace for Hitchcock's fans.",1
But the Goodtimes version is pretty crappy. There are constant lines at the bottom and top of the screen. Gail Osborne is new in town.,1
The film is primarily concerned with the dilemma of kidnappinghow to get the little boy back safely...,1
"While there, they meet a French man on the bus and another middle - aged couple in a restaurant. In fact, I would even go as far as to say that this is the most paranoid film that Hitchcock ever made. That being said, this remake, although definitely better, still isn't among Hitchcock's best work. < br / > < br / > The original version of this story was lent excellent support by the fantastic Peter Lorre. However, things go awry when the French man dies from a knife in the back, shortly after whispering something to doctor.",1
Stewart and Day play off each other beautifully in that scene. < br / > < br / > I do wonder why Hitchcock never used Doris again. The original film was shot inside a studio. Their child is snatched in order to insure their silence.,1
!,1
"They feature great animation and taut, fast - moving plots. But now that it's become a runaway train, can even he stop the BILLION DOLLAR LIMITED?",1
"Good thing Superman is on the way! Just great. < br / > < br / > Fast, exciting, non - stop action. Traveling along is Lois Lane to report on it. Along the way the train is attacked by masked thieves.",1
"Unless you are really curious to find out what happens to Phillip. Some good 70s scenes for 70s fans. ( I, for one, was sure it was the teacher. You never know who it is going to be "". )",1
"If you're a fan of train movies, don't miss this. org.",1
"Why it wasn't even nominated for an Oscar as Best Animated Short for 1942 ( Incredibly enough, only the first one was ) in inexplicable. Masked gangsters in their super - powered ( for 1942 ) car take off after the train, determined to get that gold.",1
"Talbot was young and arrogant, still learning, testing himself and being tested. I was not disappointed. I appreciate the excellent characterization ; it'too rare in movies and television. I was swept into this series just as surely as the sea would sweep me into its grip.",1
"Benedict Cumberbatch was excellent, as was the rest of the cast. It's not often a mini - series sends me to "" zone "", but this one did.",1
"< br / > < br / > This is no fanciful Pirates of the Caribbean. The universality of basic human condition lies at its center. Indeed, I cannot recall among this very fine cast any misstep of interpretation. The richness of its text and the unique quality of its filming are high points.",1
"Beats Christmas in bringing out kid in you! It's not a movie, but an experience!",1
! Word of advice.,1
And then third time.,1
"Bthe Danner, who I usually don't like, gives a truly moving performance. Nice little film. It's a competent chiller with a still relevant social message.",1
Was it real or maybe dream? He'd go around solving crimes and the lot. There was a geeky kid who's computer somehow created this guy - automan.,1
This movie is amazing. It's a target.,1
Tan as lead is nothing less than magnificent. His choreography of the fight scenes throughout is fantastic. Tien is particularly good as the baddest of the bad.,1
"Hand of Death is not Jackie and Sammo's usual kung fu comedy. Sammo Hung and Jackie Chan provide excellent martial arts performances as well. Many people believe, or have been lead to believe by deceptive advertising, that this is a Jackie Chan film.",1
"< br / > < br / > Stan Winston did the SPFX! < br / > < br / > The rest of this movie goes on with a romance angle as this Cyborg / Man regains consciousness and wreaks havoc while trying to communicate with his wife, played by the gorgeous ( back then in 1986 ) Terri Austin. < br / > < br / > Pam Grier stars in this film as an hired killer - commando, a cheap role of the likes she was doing so much of during the 80's. This movie is an evolutionary piece - from Terminator to Robocop.",1
8-Oct,1
fun film! this film always kept me interested. in other words you cant please everyone.,1
Lehman embarks on an all - out killing spree.,1
"WESTERN UNION qualified on both requisites. He remained in France ; eventually immigrating to the United States of America. < br / > < br / > HEADING up the playbill are Robert Young, Randolph Scott, Dean Jagger and Virginia Gilmore. Included in thismörgåsbord of titles is today's lucky subject, WESTERN UNION ( 20th Century - Fox, 1941 ).",1
"Okay, I love this movie!!!!! If it comes on TV watch it. But who did it?",1
"Additionally, he seems tired and bored with the monotony of life.",1
"So, it's up to either Randolph Scott or Robert Young to save the day. Strange, yes, but it seemed to work out okay, though I wonder how this great German director felt about being given this job. His forte was drama - - and I guess this movie is a drama of sorts - - just set in the old West.",1
Lots of great character actors help keep large production moving forward.,1
"This is a sort of hidden gem. At very least this is damned good western! It has tense drama, sprinklings of humor and great effects.",1
"< br / > < br / > This is one of those films that shows its greatness almost instantly but at the same time very subtly. Shaw ends up helping Creighton on his way to civilization, then disappears.",1
I give it a double A +. One of the best western movies ever made.,1
"Both Young and Scott become friends, but rivals for Jagger's sister Virginia Gilmore. Young is doing one of his few loan out films away from MGM for 20th Century Fox. They both provide some good comic relief. Later on he's hired by Western Union and works for Jagger. Western Union is solid western entertainment.",1
"The movie in no way resembles the novel. It led me to the superb historical novels of Kenneth Roberts. I, too, wish it would be released on DVD. "" Something just resonates with them. That film is Northwest Passage.",1
"Western Union "" is one of Randolph Scott's great westerns. Ms. Gilmore had a short career in movies. < br / > < br / > The supporting cast is superb. The Frank James movie equals "" Jesse James "". """,1
It's a pretty good western and Lang should of directed some more western.,1
"However, his past haunts him when the outlaw Jack Slade ( Barton MacLane ) steals the Western Union cattle disguised of Indians. Randolph Scott gives another magnificent performance with a great cast.",1
"However, MacLane makes him a memorably evil, and totally vicious type. Look at the sequence with Chill Wills, where he is on a telegraph pole repairing it. He was hanged in the 1870s. At least, that is how audiences would see it. But he does become a close friend of Shaw, especially in trying to confront Slade. But Lang is responsible for that, as well as other touches.",1
