text,label
Oh the insanity! the Earth is now poison gas wasteland of pollution and violence.,1
Fact : Stargate SG - 1 is a cheesy sci - fi TV series. Or couch for that matter either. < br / > < br / > There's no escaping facts.,1
"Scott Bartlett's'OffOn'is nine minutes of pure craziness. < br / > < br / > There appears to be some confusion about the film's release date. In a sense, the film represents the merging of humanity into his tools, his machinery, his technology.",1
This was'nt even what the cover label on the tape mentioned. It shocked me. It amazed me.,1
Kay Kyser's mysteries would be a good example.,1
The dialogues by Vijay Tendulkar is also great. You cannot not be impressed by this movie.,1
A man forced to join a career of a cop by his cop father. My God what a natural expressions she carried!!!,1
He played as an inspector - turned - alcoholic character. Each one played their part par excellence.,1
"Ardh Satya "" is one of the finest film ever made in Indian Cinema. < br / > < br / > The Practical approach of Script is a major Punch. His father is a harsh Police Constable. Those aspects are dealt brilliantly. At many scenes, the film has Hair - raising moments. Finally he gets suspended.",1
Words fall short for this great work. ! An absolute classic! This movie has stood the test of times.,1
This is a very good and a classic film.,1
I love this show! Its also interesting how each character is practically the opposite of the other. < br / > < br / > I say though that it turned out just fine. Maybe even better.,1
"Is the needle on the center a half - truth? "" Any story comprises a premise, characters and conflict. "".",1
Do we really need a docu on a very mediocre film maker? Still it's of interest if you're a Wood fan.,1
"Not being a swooning Ed Wood Jr. fan, I prefer to appreciate his "" boundless enthusiasm "" and acknowledge his shortcomings. The set designer uses a sense of humor and also a great deal of insight when matching each cast member with their background. His movies are fun, but his personal story is one racked with pain.",1
"< br / > < br / > Sharply acted, with unforgettably shattering performances from all of its leads. The cast also contains Bruno Lawrence, who is probably best remembered by American audiences from the film "" Smash Palace "".",1
! Never before seen such a sick and twisted thing. The Story is good and the actors do their thing very well.,1
"And this isn't that nice cool, clean violence so beloved of US cinema - this stuff is nasty, painful and HURTS!",1
! He is just hilarious!,1
"Tatsuhito is a Japanese born in China, later moved back into Japan, and alienated for it.",1
"< br / > < br / > 7 or 8 out of 10. If thats not your cup of tea, proceed with caution.",1
One of the problems is the cultural / language one.,1
< br / > < br / > Should you see this film? Why?,1
"The movie takes place in a very harsh environment, and is therefore pretty violent and tough. If you've only seen Miikes far - out movies ( Ichi the killer, Fudoh etc. )",1
"I don't want to give away too much. < br / > < br / > I cannot sing Shinjuku's praises enough. But, like all clichés, it is based on the truth. Shinjuku is however, one of Miike's most perfectly formed films.",1
"This was the beginning of it all! ! Keep watching, first season is a blast!",1
"but he became one of the funniest characters in later seasons, but he isn't confident. < br / > < br / > The Episode is better than most people give credit for, like any new sitcom the first episode isn't always fantastic. he cannot speak normally! I hope we see the Friends reunite!",1
ENJOY FRIENDS! And that's how the greatest comedy of TV started!,1
"This, in turn means even more on - world episodes, which is perfectly understandable. But still, top notch science fiction! Stargate SG - 1 is a spin off of sorts from the 1994 movie "" Stargate. "" I am so glad that they decided to expand on the subject. Any Gouald who has a massive amount of power is often deemed as a "" System Lord. "" < br / > < br / > My rating : 8.",1
< br / > < br / > Bravo. The pilot is extremely well done.,1
"= ) But in reality, he was just deceiving her. < br / > < br / > Ps : I just loooove Joey's and Chandler's haircuts in this first season!",1
Why did it sound like the husband kept calling her Appy? It ruined a great episode and so I can only give it a 6.,1
< br / > < br / > End of Spoiler.,1
It's violent and gory with a sick & twisted sense of humor and loads of sleaze sequences.,1
At the start of the episode the couple are having a conversation. Well its about time.,1
"Great acting, great plot, great dialogue, great suspense. A man and his wife get in a horrible car accident.",1
"Throughout the first eight seasons, the Goa'uld are the primary antagonists. In ninth season a new villain emerges, the Ori. Stargate SG - 1 follows and expands upon the Egyptian mythologies presented in Stargate.",1
"In the case of RIGHT TO DIE, he takes the latter approach, and it definitely works. Fans of the HBO series "" Tales From the Crypt "" are going to love this MOH episode.",1
< br / > < br / > Really good effort.,1
This piece brings it and doesn't appologize. I liked this one a lot. Do NOT watch whilst eating pudding.,1
"What more could you ask for, you might ask? His airbag worked, her's didn't.",1
But the fun is in the journey.,1
"The rest of the cast is fun. He was in Rounders, too.",1
"It's a postcard of NY. It's a simple hook, but it works.",1
Great love story for the soul! Thanks! This was a great movie.,1
"Most on this channel, whether "" set "" there, in rural Iowa, Oregon, Virginia, L. A. I'd never run across this flick in the 8 years since it was made.",1
"SG1 also excels in humour, from O'Neill's wisecracks to episodes that are just wacky and odd! < br / > < br / > The top - notch cast have much to be congratulated for in bringing this show to life.",1
"I think you'll like it. To be entertained. As for Michael Vartan, I'm sure the women love him.",1
It never did.,1
"< br / > < br / > God Bless her, her family and future endeavors.",1
Fresher. Well acted.,1
"However, i enjoyed this movie.",1
"If you are already happy, then you will be euphoric. and Vartan holds his own. I just can't understand the negative comments about this film.",1
Why not! Thanks Fox for producing it.,1
3,1
The Gospel road was one of them.,1
"Some of us save our praise for the truly worthy, however. Never before has a movie made L. A. look so good. It's too bad. Lake Bell is excellent, too, and this is the first time I have seen her.",1
2 in rating. It was awesome.,1
< br / > < br / > Good job in writing.,1
5,1
< br / > < br / > overall it was actually better then i expected but not by much. the movie was quite short though ( around 85 min. ),1
The characters are all funny.,1
It's rating is just a bit too low. I don't see how this movie was bad. 8?,1
""".",1
It stands up as one of the best of Private Snafu shorts.,1
"The Winged baloney, at that.",1
Amazing. A good way to lose a war is demoralize the enemy.,1
A surprise emotional ending.,1
"Egon IS'the'dull intellectual, while Axel IS his exact opposite.",1
"Like the beginning, the ending is terrific. Egon in the meanwhile goes to college and settles with a woman. < br / > < br / > Minor spoilers herein.",1
A surprise emotional ending.,1
"All said and done this is one good Movie. Faster this changes better for "" Bollywood "". This is as authentic scene you can get in rural India.",1
Don't miss it. and it is just plain smoking hot!,1
a must watch.,1
"A story about a woman's fight against harsh injustice. And that's when the problems start. Their family is complete when Nandini has a boy, Raja ( Master Jai Gidwani ).",1
"This picture has everything any movie could ever have. Yet he makes up for it with a spirited and truly unexpected performance. It's all in there, adding up to a myth.",1
Then things go terribly wrong.,1
"< br / > < br / > All in all, a nice watch. But you cant get a Sholay every week.",1
"When she wants to leave, Narasimha refuses to let her take Raja back to India. < br / > < br / > The film's biggest strength is the performances.",1
Shahrukh Khan was wasted in his bad boyish type role. And boy Aish is mad hot. Nana Patekar was excellent as her father - in - law. The movie was disturbing at moments.,1
His throw - away comic - book dialog and the silliness of his fight scenes detract from the film's primary gripping drama. Uneven Bollywood drama.,1
"Try the concert out, it really is amazing.",1
This show was one year after the Great Hippie Fest of the 1960's ; Woodstock. This review is dedicated to the late Keith Moon and John Entwistle. < br / > < br / > The Original Drum and Bass.,1
"It's what made the WALKING TALL Trilogy work so well, and that same magic is here in FINAL JUSTICE. I suppose if they remake this with The Rock, a whole new audience will come to love it as much as I do.",1
"Also performing well was young actress Rebecca Lusterio. She did a great job portraying Bikay, the younger sister of Duroy. His great vision and creativity really helped this film.",1
"Beating up all the bad guys and the end - of - level boss is much fun. This is especially infuriating with the Level 5 boss. As a kid, I loved this game.",1
"And sometimes not even then. < br / > < br / > As with all long - running series, they were numerous cast changes.",1
I hope for a sequel very soon. No pun intended.,1
Like Titan A. E. meet's the live action version of Punisher.,1
And I am female. It was awesome. I would have her babies.,1
Why everyone else hates that is beyond me.,1
Come on! Cinema imitates life & visa versa.,1
Fate? All these incidents cause other events that... well you get the picture? But then this is the magic world of cinema. < br / > < br / > So what's a happenstance? < Stranger things have happened.,1
Because it runs on an amazing premise. And why?,1
< br / > < br / > The DVD jacket shows just Audrey Tautou.,1
This occurs in the first few minutes of the film.,1
I want the CD!,1
< br / > < br / > Audrey Tautou is wonderful as Irene.,1
It is at the same time a very brave ending. ).,1
"The ending to this movie is top notch. In fact, as Irene, her rudeness to a bum asking for change caught me off guard at first.",1
"He was right. We had Blackboard Jungle, On the Waterfront and so on. The acting is so bad it's hard to believe. A little subtle masochism. I don't. Sexual tension between the sisters.",1
"Whew! Teenage sister Vicki is quite a piece of work as well, reminiscent of Carmen Sternwood in THE BIG SLEEP.",1
"- - bare - chested. I truly don't know where it was shown. Boy, are they bad, too!",1
He's reduced to applying for welfare. It's one interesting twist on the themes from It's A Wonderful Life. Kaminsky is mostly bedridden.,1
Mostel is likewise great as an anguished man with his dying wife Fanny.,1
3??? A disgrace. < br / > < br / > 5.,1
crackpot excess and inanity.,1
If you are a fan of classic cinema crap - seek this baby out. ).,1
Stargate is the best show ever.,1
< br / > < br / > Vote 7 and half out of 10.,1
< br / > < br / > It's here that the film won me over : It's enthusiasm just for being made.,1
).,1
! This great film has both!,1
An unusual film from Ringo Lam and one that's strangely under - appreciated. Blood is everywhere. Several horses get chopped up. It's very unexpected.,1
"( If you want to know how, see the film! ) Burning Paradise "" put a stop to all that, and with a vengeance.",1
"It's sweet, funny and warms your heart.",1
But over the years they've turned into a family ). From episode one I was hooked. I will sadly miss it. Robert wrote something that felt close to reality. I never want show to die.,1
"? Overall, I like this film lot!",1
"had me in stitches. All in all, this is a good movie. I don't get the rating, honestly I don't. But the animation is well above average with nice colours and good character animation. 7.",1
"I think I'll give it a pass on those factors too, and just enjoy the story. Little kids under the age of 5 would probably be frightened by the scenes with Dr. Screweyes. I guess it just lacked any real present danger for the entire first half of the movie, so that it lacks a little continuity when he appears for the second half.",1
"I wouldn't call "" We're Back! True, it's escapism, but the perceptive kind. Worth seeing.",1
all who go against this movie are killing their inner child!,1
Have you seen the hills have eyes 2? There still are movie makers who still can't get fake blood to look like the real thing.,1
"The Japanese people (? ) Like I said pure underground. It don't sound that bad at all, but it CAN make you go nuts ).",1
The worst is the eye scene.,1
Wrong. So I popped this sucker in and sat down. The film fails to shock.,1
"The Jaffa would die. I haven't always been a fan, but the show grew on me.",1
There are really only 3 scene's that could be considered gore.,1
'.,1
! It scared me.,1
Take your chance to watch it!,1
This review is for the Devils Experiment. We all want blood and gore. Wonderful. Why do I watch horror films? Why do people bash it.,1
A lot of people unfairly sh! Some of the other abuse she takes is being strung up in a net from a tree during the only times she is given a rest. These two scenes are obviously staged and detract from the realism of the rest of the proceedings. 8. t on this series but several of the Guinea Pig videos are fairly entertaining. Her reactions as she has headphones strapped to her head and loud noises are played for hours on end are chilling.,1
"< br / > < br / > The episodes are light ( innocent and easy to watch ) and very creative. They are simply fun to watch. Their tone is serious, but the dialog is flowered with incredible wit and humor. The characters were still as great as ever but the show was different in nature. What happens next was always unpredictable.",1
"The performances by Lindsay Crouse and Joe Mantegna also add enormously to the film. I had my doubts, mainly because it is not quite as well known as other films from that year. This was one of the smartest, most well - written movies I had ever seen. "" It is truly a must - see. Boy, was I in for a surprise.",1
You're never sure of who is exactly who in this movie. Watch what happens if you pursue this urge and go all the way.,1
Ben Browder was far inferior to RDA in carrying show. I enjoyed this show for two reasons 1. Richard Dean Anderson 2. Amanda Tapping. The villains ( Wraiths ) are so improbable as to be ludicrous. Yet'O'Neill's'tactical instincts always seem sound.,1
Ask yourself where she got the gun?,1
"She may not be the greatest looker, but at least she can act. All in all, House of Games is a truly first rate thrill ride.",1
But who is conning who here? When does the hunter turn into the prey?,1
Get ready for it : This is one of my favourite films of all time.,1
It is wonderful.,1
"House Of Games "" does almost everything a good thriller is supposed to do. < br / > < br / > It has a definite Hitchcock slant to it.",1
Here she gets involved with Joe Mantegna.,1
Not a big deal. I loved them all. It is a great loss. It is a worthy successor to this brilliant series.,1
Joe Mantegna was also wonderful. From the opening scene this movie just gets you. House of Games is spell binding.,1
Everything flowed. The camera is very cinematic.,1
I'll say no more ).,1
House of Games sticks to its business. At this level it does succeed admirably. It is a fine mystery and a shocking thriller. It should be a natural for film festivals. What tripe.,1
"House of Games can also be viewed as a ` class - war'division movie. Everyone bluffs and double bluffs, which is reminiscent of a poker games natural order. < br / > < br / > The gambler Mike ( played excellently by Joe Mantegna ) turns out to be somewhat sharp and shifty.",1
"By this time, not only Margaret, but the audience, as well, is hooked. And nothing is what it seems.",1
Bruce is a guy who is unhappy with his life. This movie is amazing!,1
What better comic genius to remind us of that than Jim Carry. box office disappointments. !,1
Jennifer Aniston had some good moments.,1
pittiful'as Bruce's girlfriend. It will surpass ` Titanic'as the highest grossing film of all time! ` Bruce Almighty'will sweep the Academy Awards with a record 14 Oscar wins! Almighty then!,1
Eight out of ten stars.,1
Thats all from BigV over and out! Well not actually. In fact all the characters are great.,1
< br / > < br / > A funny film.,1
I am a VERY big Jim Carrey fan.,1
He was both funny and sad. I rate this film 9 / 10.,1
God confronts him and show Bruce the error of his ways.,1
"Bruce Almighty "" looks and sounds incredibly stupid, especially from the trailers.",1
! Hallelujah!,1
"It's just God. < br / > < br / > OK, that was kinda long. And it's really funny. But as a plot, it works well.",1
"In this way, I actually enjoyed it more than BABYLON 5. This coherence gives the show exceptional staying power.",1
"< Jim Carrey playing God? Confused? Nothing is sacred anymore. Electrician, the guy who keeps everything running.",1
"Needless to say, he loses his temper on live TV in one of the funniest scenes of the entire film.",1
"I only enjoyed the fighting scenes, everything else is rubbish. He's having trouble with the local mob and he needs her help. < br / > < br / > Recommended.",1
his parents ask Dickie whether he'd prefer to watch TV all night. I found it to be better than the short story it was based on.,1
A corker of a concluding scene!,1
To see their heroes in action one more time. Why? That's the way I feel about Doc Savage.,1
"Obviously, the Newspaper Comic Strip was one parent, providing the visual / narrative method of story telling. There were mediums that were ancestral to them. A temporary escape could be found in the on going soap opera that is Baseball.",1
< br / > < br / > Best scene? Priceless!,1
"Where did the Goa'uld ( Ra's race ) come from? < br / > < br / > That was only the beginning of the adventure. It explains a lot of the stuff that the movie neglected to mention. Such as, how was the Stargate activated without a human computer?",1
I give it 7 out of 10. Ron Ely is just right as Doc. ).,1
But they are very close to the feel of the pulps. I think the problem is the movie's schizophrenic.,1
"This is a VERY entertaining movie. The fight sequences are lively, brisk and, above all, not gratuitous. Ron Ely looks great in this film and is the perfect choice to play Doc. This is NOT one of those martial arts films. Another nice touch is the unique manner in which the ultimate fate of the "" bad guy "" ( Seas ) is dealt with.",1
"A prime candidate for DVD release, it is certainly overdue.",1
Ron Ely is a God.,1
B. ) Not to mention kung - fu.,1
< br / > < br / > Observation.,1
"etc. ) Outstanding cast, top to bottom.",1
So what does he do?,1
I won't describe the way Max rises to the occasion. Soon he has a whole chain of stores.,1
"A horrible person, yes, but never a paper hanger!",1
The cattle cars are shown in this picture with Jewish people heading to the Nazi gas chambers.,1
"I still can't get over it. He betrays everything and everybody without an ounce of remorse. Maybe not Oscar worthy, but the best of her career.",1
This one is tough to watch - - as an earlier reviewer says. Knox as the Nazi is brilliant.,1
Miss Dobson hooker with a heart and little conscience.,1
"Still, performances by Redd Foxx and others were pretty good. The phone conversation across the border is really memorable. Not too deep. Check out lines about curtains, etc. Enjoy the movie!",1
"I'll kill him. """,1
I'm not comparing George Bush to Adolph Hitler. One beauty of this film is that it is not pro - American.,1
The movie had me laughing from start to finish. ).,1
Just as it should be.,1
"Director Alexander Hall made mostly comedies, was reportedly engaged to Lucy at some point. Don't want to give away any spoilers, so you'll have to catch it on Turner Classic Movies.",1
Edward Brophy and Donald McBride are on hand for excellent support. < br / > < br / > Entertaining if a little on the long side.,1
( Maltin's movie book does not contain it. ) There are a lot of laughs in the process. Edward Brophy and Donald McBride are hilarious.,1
"'< br / > < br / > The crime - solving here is standard fare, although a fine cast of character actors helps bring material to life. You look like my Aunt Nellie! And the effervescent Joan Blondell lets her barbs fly with typical aplomb : "" Good grief! Ludicrously frocked, Melvyn Douglas delivers some of the best lines : "" I'd walk down Main Street in a Turkish towel before I'd let any woman control my life! """,1
"It sounded more like anti - Fascism speeches than the voices of real children. While this had a very noble goal at the time, it just seems phony today. The story was based on the play by his lover, Lillian Hellman.",1
But still having to deal with the rumours. They family went through hell.,1
8 out of 10.,1
< br / > < br / > See it!,1
"So although cleared by an initial inquest, they were later prosecuted and convicted. The story suggesting her innocence was unlikely ( a dingo was alleged to have taken it ), but those implying her guilt even more so, and there was no solid evidence against her. This review contains spoilers for those who are not aware of the details of the true story on which this movie is based. Judge not lest ye be judged "" is one of them.",1
"The actual death of Azaria is horrifyingly captured. But at the same, the media / public opinion is understandable. If you ask me, this is an under - appreciatted classic. < br / > < br / has become somewhat of a punchline these days, the movie never even comes close to laughable.",1
"She insists that a dingo took her baby, but the story is highly suspicious. A Cry in the Dark is likewise clinical.",1
"Even her accent is almost, but not quite, spot on. No - one believed them. How could we as a nation even sit in judgement?",1
I found it hard to like anyone in this film. Society en masse is much less evolved than the individual feels ensured that we are.,1
The cast just makes it that much more appealing.,1
A bit different. A pretty good film.,1
They are going by train to Davis's relatives house.,1
< br / > < br / > ( Spoiler warning! ) It captured the themes of the story brilliantly. It's an issue that has to be constantly addressed.,1
The performances are excellent.,1
Except the monster that has at the time of this writing become the news - media. < br / > < br / > Lindy Chamberlain was this woman.,1
"I've always liked Sam, who I could identify with completely, and Meryl was perfect as always. all quite convincingly. The author obviously intended the reader to understand why the public jumped to the conclusions they did. I think it's not only a very good, but a very important, movie. Beautiful photography, haunting music. It was also highly technical evidence, difficult for a layman to understand.",1
"The baby is gone and soon, so is the dingo. How could this happen? Suddenly, she hears Azaria crying.",1
""". Only after years in jail was he exonerated.",1
"But when I saw it, I was shocked at what it portrayed. Definitely one of Fred Schepisi'best movies ever.",1
"5, and a perfect 10 for Streep.",1
"Meryl Streep does immaculate justice to the role of Lindy, as she always does.",1
The Aussie accents get a bit thick at times but notcomprehensible. Some movies seem to be made before we are ready for them.,1
< br / > < br / > 3.,1
"Needless to say, Mat gets dragged into George's world. Well, that was the plan anyway.",1
And then things go wrong.,1
Good Fun.,1
": ) The penalty however, I was disappointed in. I loved the character of Matt, and also Tiny.",1
"Equally significantly, it reminds us that World War II had a purpose. Maybe.",1
i'll keep checking in.,1
The previous reviewer has said it exactly.,1
You can find it at : http : / / www. johntopping.,1
"org. It's September of 2004, and I keep hoping - - deep sigh.",1
!,1
"Of course the film isn't a masterpiece, i don't think it was aiming to be. People, enjoy it for what it is.",1
The real star is of course the General Lee. < br / > < br / > Back to the movie. REALITY CHECK : The original series wasn't that good.,1
It's just a great dumb movie! It was the perfect Dukes plot. I'm a huge fan of the Dukes of Hazzard TV show.,1
It blew me away.,1
Loved the movie. The possible exception is Now Voyager.,1
"Again, A MUST SEE!",1
A fantastic Arabian adventure. There's hardly a down moment here. 8 / 10. Jaffar bribes him for his daughter's hand with a mechanical flying horse. And the scene with the giant spider looks especially awful.,1
And look out for the moment where he's tricked back into his bottle! Also impressing is the climax with its wonderful flying carpet.,1
He certainly wasn't going to get scenery like that in the UK. Alexander Korda nearly went broke making this film. This was Veidt's career role until Casablanca where he played the Luftwaffe major Stroesser.,1
"It doesn't kill the film, but it does weaken it.",1
"Just watch, you'll see.",1
"Naziism had to be stopped, and anything that helped do it was good. < br / > < br / > All the other actors did ).",1
"Every frame has its own magical charm. < br / > < br / > Rarely has so much beauty, magic, and wonder been captured on film. Words can hardly describe it, so I'll be brief. "" Georges Perinal's photography is some of the best use of Technicolor. Here is a film that will never grow old.",1
An amazing work.,1
They arrive Basora where Ahamad and the princess ( gorgeous June Duprez ) fall in love.,1
"One only seeks good stories and entertainment and this is exactly what this film provides. Great film and although an'oldie ', definitely a goldie '. In my mind this film is one of the first great adventure films of the 20th century. Who then watches effects? I hope someone has the brain and guts to release this one on DVD someday.",1
< br / > < br / > The rest of the cast do fine work. Here is a villain worth watching. Aged Morton Selten portrays the benevolent King of Legend.,1
Ahmad falls in love with her and visits her in her garden. He does awaken her.,1
From the palaces to the different dangerous traps that the heroes encounter. The production designs are just stunning in this movie.,1
"< br / > < br / > Encounting treachery around them, Lukas successfully deals with situation. He knows he must return to Europe on a clandestine mission and return he does.",1
He set the bar very high. The casting couldn't have been better.,1
"Conrad Veidt played baddie in two of the most incredible movie romances ever, this and Casablanca, and then died. and Love not only conquers but annihilates everything.",1
I recommend it. Yet they fit into the story well. The effects fit with the script.,1
Sabu is the Thief. Whoa there!,1
Both Kino and Samuel Goldwyn reissued the film both theatrically and on video. The music of Miklos Rozsa enhanced both films. ! NOW comes the M - G - M DVD ( 3 Dec 2002 ) issue.,1
"For a movie meant for kids as well as adults there's a fair amount of violence but of the bloodless kind. Those effects still work their charm. Still, I don't think anyone under eight ought to see "" Thief of Bagdad. "" The giant genie is ably acted by Rex Ingram. ( Howard, incidentally, did the special effects for the 1961 version of this film.",1
Every one of his competitors was a bigger box office movie name than he was. Lillian was actually months ahead of her time with this work. They're made welcome by Lucile Watson who is thrilled naturally at finally meeting her grandchildren.,1
This is a most handsome film.,1
What killed him? Also it's highly unlikely that Caruso ever sang Edgardo in Lucia ; the role lay too high for him.,1
"For his tenor voice was his life, his reason for being on the earth. He's shown in a recording studio once late in his life. It's why both became the legends that they are.",1
The result was a wonderful movie. 00 or less.,1
I am on journey too. Movies are supposed to be enjoyable.,1
Will soften even hardiest heart. < br / > < br / > I am now restless waiting for the weekend so I can see the sequel.,1
Stunning. Even the little moments just melt your heart.,1
"Highly recommended. The monologue he has about the need to kill is gut - wrenching, just to mention one scene.",1
"I saw the elements more clearly : Jesse, Celine, Vienna, their conversations, everything. I bought the DVD of Before Sunset and saw it for the first time a week ago. etc.. But now, thanks to Before Sunset, I feel that's more to Before Sunrise than what I felt for it before.",1
"Still, I watched it!",1
On the train he met a French girl Celine. Then the romantic story unfolded. Love needs mutual understanding.,1
!,1
They meet on the Budapest - Vienna train and spontaneously decide to get off the train together.,1
"This is a slow moving story. I really mean that. The story builds gently, systematically and substantive. I thought it was too deep and too diverse for such young characters but I may be underestimating their intelligence. The dialog is fascinating. < br / > < br / > BOTTOM LINE : The movie's flow is slow. It's truly fantastic. No action. Still it did not ruin the movie.",1
"Ethan Hawke as "" Jessie "" comes off like a vaguely appealing slob, sort of a Maynard G. Krebs of the nineties. Attempting to appear detached and nonchalant, he sort of drags himself through certain shots. < br / > < br / > If there is a fly in the ointment of this good movie, it would have to be her unkempt and disheveled costar. The primary reason to see "" Before Sunrise, "" is to watch a young Julie Delpy deliver her lines.",1
"But it certainly spoke to me. This disgusts me. They have a great chemistry in their roles. I, on the other hand, felt completely the opposite. ! It's very intimate.",1
!,1
The actors play absolutely brilliantly. This movie is intelligent.,1
"No one does, at least that's deep down the consensus that Linklater wants to show with his film. Jessie persuades Celine to go along with him on a night out on the'town ', in Vienna, until his plane the next morning.",1
"< br / > < br / > This is "" love "" in the real world. Wonderful acting, excellent script, and beautiful locations. It's so real, so engaging and funny. Young love, at it's best. And this is what makes "" Before Sunrise "" so good. < br / > < br / > Once again, the greatest romantic movie in my books. It's PERFECT.",1
"That's it, that's the movie. They talk and fall in love.",1
< br / > < br / > See it and it may change your way of life.,1
i have not met anyone who has not been able to relate to this movie. i watched this movie 10 years ago. it also made me want to ride the train around Europe!,1
